gene_id	gene_name	gene_type	mean_expression	median_expression
ENSG00000249504.3	PCDHA14	transcribed_unprocessed_pseudogene	0.0	0.0
ENSG00000249505.1	AC108673.1	processed_pseudogene	6.334942	2.0
ENSG00000249506.3	ZEB2P1	transcribed_processed_pseudogene	5.958494	2.0
ENSG00000249509.1	NEUROG2-AS1	lncRNA	1.7220078	1.0
ENSG00000249510.1	AP003478.1	processed_pseudogene	0.3523166	0.0
ENSG00000249513.2	AC110751.1	lncRNA	0.261583	0.0
ENSG00000249514.1	TMEM251P1	processed_pseudogene	0.18050194	0.0
ENSG00000249515.1	LINC02113	lncRNA	0.06177606	0.0
ENSG00000249516.1	PRELID3BP6	processed_pseudogene	4.0405407	1.0
ENSG00000249518.1	AC011352.2	processed_pseudogene	0.13223939	0.0
ENSG00000249519.1	LINC01438	lncRNA	0.04054054	0.0
ENSG00000249520.1	AC093824.1	processed_pseudogene	0.05212355	0.0
ENSG00000249521.1	LINC02114	lncRNA	0.02992278	0.0
ENSG00000249522.1	AC147876.1	processed_pseudogene	0.08204633	0.0
ENSG00000249525.1	AC034159.1	processed_pseudogene	0.05212355	0.0
ENSG00000249526.1	AC008667.1	lncRNA	17.3417	11.0
ENSG00000249531.2	AC098799.2	processed_pseudogene	3.5222008	0.0
ENSG00000249532.5	MIR302CHG	lncRNA	9.369691	7.0
ENSG00000249534.2	LINC01258	lncRNA	0.8050193	0.0
ENSG00000249539.1	MRPS36P2	processed_pseudogene	0.14575289	0.0
ENSG00000249540.1	AC117383.2	processed_pseudogene	0.72104245	0.0
ENSG00000249541.1	AC116359.1	processed_pseudogene	0.4864865	0.0
ENSG00000249542.2	EEF1A1P21	processed_pseudogene	0.33204633	0.0
ENSG00000249545.1	MCTP1-AS1	lncRNA	38.487453	18.0
ENSG00000249547.1	AC092440.1	lncRNA	0.045366794	0.0
ENSG00000249550.7	LINC01234	lncRNA	18.380308	5.0
ENSG00000249551.1	LINC02216	lncRNA	0.28088802	0.0
ENSG00000249553.1	PPP2R2B-IT1	lncRNA	0.010617761	0.0
ENSG00000249555.2	TMEM248P1	processed_pseudogene	0.09266409	0.0
ENSG00000249557.2	HSPD1P15	processed_pseudogene	0.08108108	0.0
ENSG00000249558.1	RCC2P4	processed_pseudogene	5.816602	3.0
ENSG00000249562.1	AC091885.1	processed_pseudogene	0.096525095	0.0
ENSG00000249563.1	AC098976.1	unprocessed_pseudogene	0.58011585	0.0
ENSG00000249564.1	AC097510.1	processed_pseudogene	0.022200773	0.0
ENSG00000249565.2	SERBP1P5	processed_pseudogene	42.844593	20.5
ENSG00000249568.1	AC104793.1	lncRNA	0.21138996	0.0
ENSG00000249572.1	AC034231.1	lncRNA	40.00386	29.0
ENSG00000249574.1	AC226118.1	lncRNA	3.3938224	1.0
ENSG00000249577.1	AC010424.1	processed_pseudogene	1.5231661	0.0
ENSG00000249579.2	AC113420.1	processed_pseudogene	0.042471044	0.0
ENSG00000249580.1	MTATP6P22	unprocessed_pseudogene	0.08494209	0.0
ENSG00000249581.2	CLRN2	protein_coding	0.22007722	0.0
ENSG00000249582.1	RPL7L1P4	processed_pseudogene	5.6023164	0.0
ENSG00000249584.1	LINC02225	lncRNA	0.26447877	0.0
ENSG00000249588.1	AC010280.3	lncRNA	0.08590733	0.0
ENSG00000249590.7	AC004832.3	protein_coding	0.0	0.0
ENSG00000249592.6	AC139887.2	lncRNA	552.28284	516.5
ENSG00000249593.6	AC011405.1	lncRNA	100.52027	67.0
ENSG00000249599.2	BMPR1B-DT	lncRNA	0.6631274	0.0
ENSG00000249600.1	AC106806.2	processed_pseudogene	0.39478764	0.0
ENSG00000249601.2	LINC01187	lncRNA	7.316602	4.0
ENSG00000249602.1	AL589765.4	lncRNA	2.8339767	1.0
ENSG00000249604.1	AC096564.1	lncRNA	11.977799	7.0
ENSG00000249605.1	AC008652.1	lncRNA	0.096525095	0.0
ENSG00000249606.1	TRAPPC2P7	unprocessed_pseudogene	0.015444015	0.0
ENSG00000249607.1	AC108103.1	processed_pseudogene	0.026061775	0.0
ENSG00000249609.1	AC080188.1	lncRNA	3.6312742	1.0
ENSG00000249610.1	ZNF474-AS1	lncRNA	0.6023166	0.0
ENSG00000249613.2	LINC02173	lncRNA	0.067567565	0.0
ENSG00000249614.2	LINC02503	lncRNA	0.7403475	0.0
ENSG00000249616.1	CCNB3P1	processed_pseudogene	0.33590734	0.0
ENSG00000249617.1	AC106872.6	processed_pseudogene	23.799229	3.0
ENSG00000249618.6	LINC02465	lncRNA	9.735521	0.0
ENSG00000249619.1	HMGN1P13	processed_pseudogene	0.16602316	0.0
ENSG00000249620.1	H3P18	processed_pseudogene	0.08108108	0.0
ENSG00000249621.1	AC113349.1	lncRNA	0.7094595	0.0
ENSG00000249623.1	PALLD-AS1	lncRNA	0.13030888	0.0
ENSG00000249624.9	AP000295.1	protein_coding	0.0	0.0
ENSG00000249626.1	AC024560.2	processed_pseudogene	28.743244	20.0
ENSG00000249627.1	AC017037.1	processed_pseudogene	0.036679536	0.0
ENSG00000249628.3	LINC00942	lncRNA	6.4102316	4.0
ENSG00000249631.6	AC005699.1	lncRNA	2.0859072	0.0
ENSG00000249633.1	OR52V1P	unprocessed_pseudogene	9.378378	5.0
ENSG00000249634.1	USP9YP5	unprocessed_pseudogene	0.03088803	0.0
ENSG00000249635.1	AC109361.1	lncRNA	7.993243	5.0
ENSG00000249637.2	AC008438.1	lncRNA	42.497105	34.0
ENSG00000249638.1	AC027343.1	lncRNA	0.013513514	0.0
ENSG00000249639.1	AC022092.1	lncRNA	7.243243	1.0
ENSG00000249641.2	HOXC13-AS	lncRNA	0.4169884	0.0
ENSG00000249642.2	AC097521.1	lncRNA	0.32142857	0.0
ENSG00000249646.2	OR7E94P	transcribed_unprocessed_pseudogene	2.108108	0.0
ENSG00000249647.2	C5orf66-AS2	lncRNA	7.8320465	2.0
ENSG00000249649.1	MRPS33P2	processed_pseudogene	17.63224	13.0
ENSG00000249650.1	AC106772.1	lncRNA	1.2606177	1.0
ENSG00000249654.1	VN1R104P	transcribed_unprocessed_pseudogene	0.61679536	0.0
ENSG00000249655.1	AC008434.1	lncRNA	5.392857	3.0
ENSG00000249658.1	AC005823.1	lncRNA	0.2934363	0.0
ENSG00000249661.1	TNRC18P1	processed_pseudogene	57.48552	17.0
ENSG00000249662.6	LINC02218	protein_coding	5.433398	1.0
ENSG00000249664.1	AC027338.1	lncRNA	5.7171817	3.0
ENSG00000249667.1	LINC01259	lncRNA	6.030888	2.0
ENSG00000249668.1	KRT18P56	processed_pseudogene	0.09073359	0.0
ENSG00000249669.10	CARMN	lncRNA	35.82143	15.0
ENSG00000249673.7	NOP14-AS1	lncRNA	829.3813	746.0
ENSG00000249675.1	AC097487.1	lncRNA	0.08976834	0.0
ENSG00000249678.1	AC097716.1	lncRNA	0.55598456	0.0
ENSG00000249679.2	AC106897.1	lncRNA	2.9488418	2.0
ENSG00000249680.2	TUBA3GP	unprocessed_pseudogene	4.1486487	0.0
ENSG00000249681.2	KRT19P3	processed_pseudogene	0.4527027	0.0
ENSG00000249684.6	AC106795.2	lncRNA	62.284748	40.0
ENSG00000249685.1	AC079921.2	lncRNA	30.25386	20.0
ENSG00000249686.1	AC108078.2	unprocessed_pseudogene	0.016409267	0.0
ENSG00000249688.1	AC022447.6	lncRNA	0.35135135	0.0
ENSG00000249689.1	AC138517.1	processed_pseudogene	0.38899612	0.0
ENSG00000249690.1	AC110813.1	lncRNA	67.24903	40.0
ENSG00000249691.1	AC026117.1	processed_pseudogene	11.930502	10.0
ENSG00000249692.1	AC009567.2	processed_pseudogene	0.06853282	0.0
ENSG00000249693.3	THEGL	protein_coding	7.596525	2.0
ENSG00000249695.6	AC026369.1	lncRNA	30.697876	10.0
ENSG00000249697.1	AC034245.1	lncRNA	0.48552123	0.0
ENSG00000249698.1	MTCO3P9	unprocessed_pseudogene	0.23359074	0.0
ENSG00000249699.1	LINC02261	lncRNA	1.0598456	0.0
ENSG00000249700.9	SRD5A3-AS1	lncRNA	63.66699	58.0
ENSG00000249706.1	AC105384.1	lncRNA	3.4063706	2.0
ENSG00000249708.1	AC112242.1	lncRNA	0.054054055	0.0
ENSG00000249709.8	ZNF564	protein_coding	135.87549	129.0
ENSG00000249710.1	AP001961.1	lncRNA	0.11486486	0.0
ENSG00000249713.1	AC026725.1	lncRNA	57.336872	27.0
ENSG00000249715.12	FER1L5	protein_coding	12.996139	8.0
ENSG00000249717.1	PARM1-AS1	lncRNA	3.300193	1.0
ENSG00000249721.1	AC112206.3	processed_pseudogene	0.31177607	0.0
ENSG00000249722.1	AC025752.1	lncRNA	0.096525095	0.0
ENSG00000249725.1	AC079942.1	lncRNA	0.03088803	0.0
ENSG00000249726.1	TUBB1P1	unprocessed_pseudogene	0.027992278	0.0
ENSG00000249727.2	AC097494.1	lncRNA	0.21911196	0.0
ENSG00000249729.2	AC093755.1	processed_pseudogene	0.08301158	0.0
ENSG00000249730.1	OR10J4	polymorphic_pseudogene	0.05984556	0.0
ENSG00000249731.1	AC126768.2	lncRNA	0.22683398	0.0
ENSG00000249735.1	AC021146.5	unprocessed_pseudogene	0.016409267	0.0
ENSG00000249736.1	LINC02242	lncRNA	0.5878378	0.0
ENSG00000249737.1	AC020980.1	lncRNA	1.4758687	0.0
ENSG00000249738.10	AC008691.1	lncRNA	37.84556	11.5
ENSG00000249740.3	OSMR-AS1	lncRNA	0.8658301	0.0
ENSG00000249741.2	AC093890.1	processed_pseudogene	19.953669	9.0
ENSG00000249742.2	AC110772.1	lncRNA	0.08590733	0.0
ENSG00000249743.6	AC116345.1	lncRNA	0.3899614	0.0
ENSG00000249744.1	AC010374.2	processed_pseudogene	0.261583	0.0
ENSG00000249745.1	HMGB1P28	processed_pseudogene	0.39864865	0.0
ENSG00000249746.1	AC099509.1	lncRNA	0.6583012	0.0
ENSG00000249747.1	LINC02374	lncRNA	0.2046332	0.0
ENSG00000249748.1	AC112204.2	lncRNA	0.02992278	0.0
ENSG00000249751.4	ECSCR	protein_coding	1.6505791	1.0
ENSG00000249752.1	AC108156.1	lncRNA	0.22876447	0.0
ENSG00000249753.2	AC084357.2	lncRNA	4.2374516	3.0
ENSG00000249754.2	NDUFB4P9	processed_pseudogene	0.5260618	0.0
ENSG00000249755.2	AC083829.1	processed_pseudogene	2.891892	2.0
ENSG00000249761.1	AC074133.1	processed_pseudogene	0.38223937	0.0
ENSG00000249763.1	AC114786.1	processed_pseudogene	24.726833	1.0
ENSG00000249764.1	AC114811.1	processed_pseudogene	0.08590733	0.0
ENSG00000249766.1	AC097535.2	processed_pseudogene	0.06274131	0.0
ENSG00000249767.1	ENPP7P10	unprocessed_pseudogene	20.258688	11.0
ENSG00000249768.2	HSPE1P10	processed_pseudogene	0.6621622	0.0
ENSG00000249770.1	MTND6P17	unprocessed_pseudogene	0.09169884	0.0
ENSG00000249771.2	AC108210.1	lncRNA	10.196911	4.0
ENSG00000249772.1	AC026427.1	lncRNA	0.49324325	0.0
ENSG00000249773.3	AC092647.5	protein_coding	1.2741313	1.0
ENSG00000249774.1	AC025458.1	processed_pseudogene	7.1023164	3.0
ENSG00000249776.5	AC124854.1	lncRNA	0.08880309	0.0
ENSG00000249777.1	SAP18P1	processed_pseudogene	0.18339768	0.0
ENSG00000249778.1	TRMT112P2	processed_pseudogene	0.3011583	0.0
ENSG00000249779.1	AC106800.1	processed_pseudogene	5.9160233	4.0
ENSG00000249780.1	AC093809.1	processed_pseudogene	41.694016	8.0
ENSG00000249781.7	LINC02112	lncRNA	0.54633206	0.0
ENSG00000249782.2	AC091953.1	lncRNA	0.06274131	0.0
ENSG00000249784.1	SCARNA22	scaRNA	0.0	0.0
ENSG00000249785.3	LINC02103	lncRNA	0.017374517	0.0
ENSG00000249786.7	EAF1-AS1	lncRNA	59.43919	49.0
ENSG00000249787.2	AC113385.1	lncRNA	6.5559845	3.0
ENSG00000249790.3	AC092490.1	lncRNA	613.33594	72.5
ENSG00000249791.1	AC008494.2	lncRNA	1.8069499	1.0
ENSG00000249792.1	AC117522.2	lncRNA	0.0492278	0.0
ENSG00000249795.1	AC097462.2	processed_pseudogene	0.03764479	0.0
ENSG00000249797.2	LINC02147	lncRNA	40.706562	2.0
ENSG00000249798.1	HSD3BP3	unprocessed_pseudogene	0.33687258	0.0
ENSG00000249799.1	SNRPCP13	processed_pseudogene	2.7084942	1.0
ENSG00000249803.6	AC112178.1	lncRNA	0.47683397	0.0
ENSG00000249806.1	AC139720.1	lncRNA	8.537644	2.0
ENSG00000249807.1	AC034229.1	lncRNA	1.3330116	1.0
ENSG00000249808.3	LINC01377	lncRNA	0.03957529	0.0
ENSG00000249811.3	USP17L21	protein_coding	0.00096525095	0.0
ENSG00000249815.1	AC004704.1	lncRNA	0.49517375	0.0
ENSG00000249816.7	LINC00964	lncRNA	24.807915	9.0
ENSG00000249818.2	AC097375.2	lncRNA	0.11003861	0.0
ENSG00000249819.1	AC112240.1	processed_pseudogene	0.09073359	0.0
ENSG00000249820.1	AC055753.1	processed_pseudogene	0.26640928	0.0
ENSG00000249825.6	THBS4-AS1	lncRNA	59.56467	38.0
ENSG00000249828.2	AC118282.3	processed_pseudogene	0.05888031	0.0
ENSG00000249829.2	AC016559.2	processed_pseudogene	1.0955598	0.0
ENSG00000249830.1	LINC02162	lncRNA	0.07818533	0.0
ENSG00000249831.2	AC093725.1	lncRNA	0.10810811	0.0
ENSG00000249833.7	CCDC37-DT	lncRNA	0.68436295	0.0
ENSG00000249834.3	PGBD4P3	processed_pseudogene	0.33687258	0.0
ENSG00000249835.2	VCAN-AS1	lncRNA	66.45753	11.0
ENSG00000249837.1	AC121154.1	lncRNA	0.054054055	0.0
ENSG00000249838.1	SUMO2P7	processed_pseudogene	0.746139	0.0
ENSG00000249839.1	AC011330.1	unprocessed_pseudogene	8.078185	5.0
ENSG00000249840.2	GAPDHP76	unprocessed_pseudogene	6.0888033	4.0
ENSG00000249842.1	AC010486.3	lncRNA	0.03764479	0.0
ENSG00000249843.1	AC112198.3	processed_pseudogene	0.05212355	0.0
ENSG00000249844.1	OR7E43P	unprocessed_pseudogene	0.13513513	0.0
ENSG00000249846.7	LINC02021	lncRNA	127.77799	81.0
ENSG00000249847.1	AC104619.2	lncRNA	0.0144787645	0.0
ENSG00000249848.1	AC112673.1	processed_pseudogene	26.869692	15.0
ENSG00000249849.1	AC138819.1	lncRNA	1.1013514	0.0
ENSG00000249850.1	KRT18P31	processed_pseudogene	447.111	323.0
ENSG00000249851.1	RPS27AP18	processed_pseudogene	0.78474903	0.0
ENSG00000249852.1	AC145676.1	TEC	36.588802	9.0
ENSG00000249853.8	HS3ST5	protein_coding	12.361004	3.0
ENSG00000249854.3	CDH18-AS1	lncRNA	0.24710424	0.0
ENSG00000249855.1	EEF1A1P19	processed_pseudogene	555.9353	240.5
ENSG00000249856.1	AC116337.3	lncRNA	0.8108108	0.0
ENSG00000249857.1	AC027338.2	lncRNA	1.2895753	0.0
ENSG00000249858.2	SNX5P1	processed_pseudogene	6.519305	3.0
ENSG00000249859.12	PVT1	lncRNA	1424.8387	955.0
ENSG00000249860.4	MTRNR2L5	protein_coding	1.8706564	0.0
ENSG00000249861.4	LGALS16	protein_coding	0.14575289	0.0
ENSG00000249863.2	AC021106.1	processed_pseudogene	100.180504	88.0
ENSG00000249865.1	AC027343.2	lncRNA	0.019305019	0.0
ENSG00000249866.1	OR7E83P	unprocessed_pseudogene	0.10521235	0.0
ENSG00000249867.6	LINC02742	lncRNA	0.51833975	0.0
ENSG00000249868.5	AC136777.1	lncRNA	0.21332046	0.0
ENSG00000249869.1	AC083906.2	processed_pseudogene	0.2027027	0.0
ENSG00000249870.1	AC005920.2	lncRNA	120.76448	78.0
ENSG00000249873.7	LINC02372	lncRNA	0.30598456	0.0
ENSG00000249875.1	AC116616.1	lncRNA	0.8166023	0.0
ENSG00000249876.1	AC010285.2	processed_pseudogene	4.969112	2.0
ENSG00000249877.1	AC105924.1	lncRNA	0.91409266	0.0
ENSG00000249878.1	AC026434.1	processed_pseudogene	0.14478764	0.0
ENSG00000249881.1	AC008696.2	lncRNA	8.805019	3.0
ENSG00000249882.2	LINC02501	lncRNA	0.16216215	0.0
ENSG00000249883.1	AC104803.1	lncRNA	0.48069498	0.0
ENSG00000249884.8	RNF103-CHMP3	protein_coding	40.351353	31.0
ENSG00000249885.1	ARHGEF38-IT1	lncRNA	0.1969112	0.0
ENSG00000249887.1	AC108210.2	processed_pseudogene	0.35328186	0.0
ENSG00000249888.1	AC106800.2	processed_pseudogene	0.5415058	0.0
ENSG00000249889.1	ALG1L11P	unprocessed_pseudogene	2.4893823	1.0
ENSG00000249890.1	AC107401.1	unprocessed_pseudogene	0.019305019	0.0
ENSG00000249891.2	KRT19P6	processed_pseudogene	0.011583012	0.0
ENSG00000249892.1	AC093857.1	lncRNA	0.3407336	0.0
ENSG00000249893.1	MTND6P16	unprocessed_pseudogene	0.09942085	0.0
ENSG00000249894.1	AC024581.1	lncRNA	0.265444	0.0
ENSG00000249896.2	LINC02495	transcribed_unprocessed_pseudogene	2.8301158	2.0
ENSG00000249898.8	MCPH1-AS1	lncRNA	140.63031	110.0
ENSG00000249899.6	AC025180.1	lncRNA	2.0598454	1.0
ENSG00000249901.1	AC121161.2	lncRNA	0.077220075	0.0
ENSG00000249904.1	AC010587.1	processed_pseudogene	0.07915058	0.0
ENSG00000249906.1	AC006487.1	lncRNA	1.2808881	0.0
ENSG00000249908.2	BRD9P2	transcribed_unprocessed_pseudogene	0.02027027	0.0
ENSG00000249909.1	CYCTP	unitary_pseudogene	0.0144787645	0.0
ENSG00000249910.3	TRIM51CP	unprocessed_pseudogene	0.08880309	0.0
ENSG00000249912.1	TRBV26	TR_V_pseudogene	1.265444	0.0
ENSG00000249915.8	PDCD6	protein_coding	601.6805	564.0
ENSG00000249916.1	AC119150.1	lncRNA	0.4391892	0.0
ENSG00000249917.3	LINC00536	lncRNA	0.523166	0.0
ENSG00000249919.1	FABP5P6	processed_pseudogene	0.4546332	0.0
ENSG00000249920.2	HNRNPA1P55	processed_pseudogene	4.3175673	2.0
ENSG00000249921.2	AC034207.1	processed_pseudogene	17.592665	12.0
ENSG00000249923.1	AC007663.2	lncRNA	38.81274	11.0
ENSG00000249924.2	AC097467.1	lncRNA	0.0144787645	0.0
ENSG00000249926.2	AC117500.1	lncRNA	3.1515443	1.0
ENSG00000249927.1	AC025768.1	processed_pseudogene	0.009652509	0.0
ENSG00000249928.2	UQCRBP3	processed_pseudogene	2.6245174	1.0
ENSG00000249930.1	AC007016.1	processed_pseudogene	4.5	2.0
ENSG00000249931.4	GOLGA8K	protein_coding	64.03571	46.0
ENSG00000249934.2	NCOA4P2	processed_pseudogene	3.7779922	2.0
ENSG00000249936.3	RAC1P2	processed_pseudogene	108.33591	63.5
ENSG00000249937.8	LINC02223	lncRNA	2.111969	0.0
ENSG00000249941.1	AC026415.1	lncRNA	0.022200773	0.0
ENSG00000249942.1	AC239584.1	lncRNA	0.14864865	0.0
ENSG00000249943.1	AC097486.1	processed_pseudogene	0.018339768	0.0
ENSG00000249944.1	AC008628.2	processed_pseudogene	1.472973	0.0
ENSG00000249945.2	AC131094.1	lncRNA	0.16891892	0.0
ENSG00000249947.2	XBP1P1	processed_pseudogene	32.357143	25.0
ENSG00000249948.6	GBA3	polymorphic_pseudogene	4.9874516	1.0
ENSG00000249950.1	AC010587.2	processed_pseudogene	0.0511583	0.0
ENSG00000249951.1	AC108067.1	lncRNA	1.0086873	0.0
ENSG00000249955.2	AC084866.1	lncRNA	1.7731661	0.0
ENSG00000249956.4	UGT2B24P	processed_pseudogene	0.30984557	0.0
ENSG00000249958.1	CCT7P2	processed_pseudogene	0.47683397	0.0
ENSG00000249959.6	AC024587.2	lncRNA	0.1418919	0.0
ENSG00000249960.2	AC067942.3	processed_pseudogene	0.20656371	0.0
ENSG00000249961.10	TERB1	protein_coding	7.931467	6.0
ENSG00000249962.1	AL157400.5	processed_pseudogene	0.0	0.0
ENSG00000249963.1	EEF1A1P20	processed_pseudogene	0.6206564	0.0
ENSG00000249965.2	CDC42P4	processed_pseudogene	7.6718144	5.0
ENSG00000249966.1	AC025183.1	lncRNA	0.057915058	0.0
ENSG00000249967.1	AL355315.1	protein_coding	0.0	0.0
ENSG00000249970.1	AC074250.1	processed_pseudogene	0.23455599	0.0
ENSG00000249971.1	AC104116.1	lncRNA	0.0	0.0
ENSG00000249973.2	CHCHD2P7	processed_pseudogene	0.06660232	0.0
ENSG00000249975.1	OR5H3P	unprocessed_pseudogene	0.02027027	0.0
ENSG00000249976.2	AC108157.1	processed_pseudogene	0.41216215	0.0
ENSG00000249977.1	AC106748.1	processed_pseudogene	0.8204633	0.0
ENSG00000249978.1	TRGV7	TR_V_pseudogene	24.450771	14.0
ENSG00000249981.1	AC145141.1	lncRNA	0.06081081	0.0
ENSG00000249982.1	AC005823.2	lncRNA	0.17953669	0.0
ENSG00000249984.1	AC026780.2	lncRNA	0.02992278	0.0
ENSG00000249985.1	AC021146.6	unprocessed_pseudogene	0.023166023	0.0
ENSG00000249986.1	YWHAQP6	processed_pseudogene	32.40444	25.0
ENSG00000249987.1	RPS4XP20	processed_pseudogene	9.124517	3.0
ENSG00000249988.1	AC092546.1	lncRNA	0.4256757	0.0
ENSG00000249990.1	MTCO2P24	processed_pseudogene	0.05019305	0.0
ENSG00000249992.2	TMEM158	protein_coding	164.27606	30.0
ENSG00000249993.1	BFSP2-AS1	lncRNA	1.1592664	0.0
ENSG00000249994.1	AC025187.1	lncRNA	0.0945946	0.0
ENSG00000249995.1	ECM1P2	processed_pseudogene	0.09266409	0.0
ENSG00000249996.1	PPIC-AS1	lncRNA	0.3619691	0.0
ENSG00000249997.1	MTCO3P7	unprocessed_pseudogene	0.06177606	0.0
ENSG00000249998.1	AC106894.1	lncRNA	0.07046332	0.0
ENSG00000250001.1	AC027335.1	lncRNA	0.13127413	0.0
ENSG00000250006.2	AC008638.2	processed_pseudogene	5.2702703	2.0
ENSG00000250007.7	AC087457.1	lncRNA	2.8108108	1.0
ENSG00000250011.1	HMGB1P3	processed_pseudogene	6.0598454	5.0
ENSG00000250012.2	AC079848.1	lncRNA	27.817568	23.0
ENSG00000250013.1	ZP3P1	processed_pseudogene	0.08976834	0.0
ENSG00000250015.1	AC018752.1	lncRNA	19.700771	14.5
ENSG00000250016.2	SNX18P23	processed_pseudogene	0.13127413	0.0
ENSG00000250017.1	AC117529.1	processed_pseudogene	0.11003861	0.0
ENSG00000250020.1	AC113430.1	processed_pseudogene	0.1023166	0.0
ENSG00000250021.7	ARPIN-AP3S2	protein_coding	0.0019305019	0.0
ENSG00000250024.1	AC122138.1	lncRNA	0.05212355	0.0
ENSG00000250025.2	AC011396.2	lncRNA	1.3870656	1.0
ENSG00000250026.5	TMPRSS11BNL	transcribed_unprocessed_pseudogene	1.1573359	0.0
ENSG00000250027.1	AC022272.1	lncRNA	12.887066	10.0
ENSG00000250030.2	AC104806.1	processed_pseudogene	14.222008	9.0
ENSG00000250031.1	AC009927.1	processed_pseudogene	188.91891	139.0
ENSG00000250032.1	AC008869.1	lncRNA	0.048262548	0.0
ENSG00000250033.5	SLC7A11-AS1	lncRNA	34.094593	10.0
ENSG00000250034.1	AC131956.1	lncRNA	0.013513514	0.0
ENSG00000250036.1	IGKV1D-37	IG_V_gene	0.15057915	0.0
ENSG00000250037.1	AC091965.2	unprocessed_pseudogene	0.0144787645	0.0
ENSG00000250038.7	AC093791.1	lncRNA	0.15926641	0.0
ENSG00000250039.4	AC096719.1	lncRNA	1.7944015	1.0
ENSG00000250040.2	RAF1P1	processed_pseudogene	2.0492277	0.0
ENSG00000250041.3	AC069360.1	lncRNA	4.568533	2.0
ENSG00000250042.1	LINC02514	lncRNA	0.39285713	0.0
ENSG00000250043.1	AC106895.1	lncRNA	0.12837838	0.0
ENSG00000250045.2	CBX3P3	processed_pseudogene	22.332047	17.0
ENSG00000250046.3	AC106864.1	lncRNA	0.13320464	0.0
ENSG00000250048.2	LINC00603	lncRNA	0.70173746	0.0
ENSG00000250049.7	AC114316.1	lncRNA	0.51254827	0.0
ENSG00000250050.1	MTND4P9	unprocessed_pseudogene	9.765444	4.0
ENSG00000250053.1	RARRES2P4	processed_pseudogene	1.1457529	0.0
ENSG00000250056.8	LINC01018	lncRNA	6.999035	5.0
ENSG00000250057.1	AC114781.2	lncRNA	10.446911	7.0
ENSG00000250060.2	AC122710.1	lncRNA	0.33590734	0.0
ENSG00000250062.5	MAPK10-AS1	lncRNA	1.4353281	0.0
ENSG00000250064.1	AC097480.1	lncRNA	0.0984556	0.0
ENSG00000250066.1	AC093248.1	lncRNA	0.08494209	0.0
ENSG00000250067.12	YJEFN3	protein_coding	162.07143	124.0
ENSG00000250068.1	AL445187.1	unprocessed_pseudogene	24.260618	16.0
ENSG00000250069.1	AC011379.1	lncRNA	63.173744	32.5
ENSG00000250071.1	AC093214.1	processed_pseudogene	4.38417	2.0
ENSG00000250072.6	SH3TC2-DT	lncRNA	13.55695	3.0
ENSG00000250073.3	AP000866.2	lncRNA	16.390926	9.0
ENSG00000250074.1	AC006499.2	processed_pseudogene	0.49517375	0.0
ENSG00000250075.7	AC104806.2	lncRNA	39.81853	27.0
ENSG00000250076.1	MAPRE1P2	processed_pseudogene	4.542471	2.0
ENSG00000250078.2	AC019133.1	lncRNA	0.0144787645	0.0
ENSG00000250079.1	AC093300.1	processed_pseudogene	0.023166023	0.0
ENSG00000250080.1	AC011416.1	processed_pseudogene	1.088803	0.0
ENSG00000250081.1	AC025176.1	lncRNA	10.971043	8.0
ENSG00000250082.1	AC074255.1	processed_pseudogene	0.013513514	0.0
ENSG00000250084.1	BX510359.5	unprocessed_pseudogene	0.012548262	0.0
ENSG00000250088.1	AC233724.7	processed_pseudogene	0.00096525095	0.0
ENSG00000250090.1	AL390198.2	unprocessed_pseudogene	2.7413127	0.0
ENSG00000250091.3	DNAH10OS	lncRNA	35.412163	22.0
ENSG00000250092.2	AC096576.3	lncRNA	0.06563707	0.0
ENSG00000250095.5	NREP-AS1	lncRNA	0.18725869	0.0
ENSG00000250098.1	AC007370.1	lncRNA	0.95752895	0.0
ENSG00000250099.1	AC091893.1	processed_pseudogene	0.11776062	0.0
ENSG00000250100.2	AC111000.3	unprocessed_pseudogene	0.08011583	0.0
ENSG00000250101.1	AC106795.3	lncRNA	3.4700773	2.0
ENSG00000250102.6	LINC02377	lncRNA	2.8291507	0.0
ENSG00000250103.2	PANCR	lncRNA	0.11486486	0.0
ENSG00000250105.1	AP002748.2	lncRNA	0.7442085	0.0
ENSG00000250106.1	ANKRD33B-AS1	lncRNA	32.79537	17.0
ENSG00000250107.1	CACNA1G-AS1	lncRNA	7.219112	4.0
ENSG00000250111.3	AC107982.1	unprocessed_pseudogene	1.1409266	0.0
ENSG00000250114.1	AC008723.1	unprocessed_pseudogene	0.55984557	0.0
ENSG00000250115.2	AK3P2	processed_pseudogene	1.1853281	0.0
ENSG00000250116.2	RHOQ-AS1	lncRNA	247.68436	201.0
ENSG00000250118.1	AC114300.1	processed_pseudogene	0.18436293	0.0
ENSG00000250120.8	PCDHA10	protein_coding	4.1322393	1.0
ENSG00000250122.1	AC122694.1	lncRNA	0.24324325	0.0
ENSG00000250124.1	AC016550.3	lncRNA	0.036679536	0.0
ENSG00000250125.4	LINC02232	lncRNA	12.771235	0.0
ENSG00000250126.1	AC116563.1	lncRNA	0.08976834	0.0
ENSG00000250127.1	LINC02108	lncRNA	4.638031	2.0
ENSG00000250129.5	AC116424.1	lncRNA	5.684363	2.0
ENSG00000250130.1	GAPDHP43	processed_pseudogene	54.186295	42.0
ENSG00000250131.2	AC078881.1	lncRNA	50.720078	34.0
