gene_id	gene_name	gene_type	trimmed_mean_expression	median_expression	
ENSG00000242943.1	NKAIN1P1	processed_pseudogene	0.0013797045	0.0
ENSG00000242945.2	RPL29P32	processed_pseudogene	0.004568374	0.0
ENSG00000242948.1	EPS15P1	transcribed_processed_pseudogene	0.018450247	0.0
ENSG00000242950.7	ERVW-1	protein_coding	1.4671406	0.9161
ENSG00000242951.1	AC007182.2	processed_pseudogene	10.162888	7.3128
ENSG00000242952.1	RPSAP3	transcribed_processed_pseudogene	1.2368999	0.9551
ENSG00000242953.1	AC139453.1	processed_pseudogene	0.8006177	0.0
ENSG00000242958.1	AC040975.1	processed_pseudogene	3.605317	2.2531
ENSG00000242960.1	FTH1P23	processed_pseudogene	7.087485	3.8252
ENSG00000242963.1	AC026336.1	processed_pseudogene	0.0012133004	0.0
ENSG00000242968.1	AC096992.1	processed_pseudogene	0.061520398	0.0
ENSG00000242970.2	AC068522.1	processed_pseudogene	8.722629	7.70325
ENSG00000242971.3	RN7SL233P	misc_RNA	2.1538908	0.97815
ENSG00000242973.6	AL591242.1	lncRNA	0.006721971	0.0
ENSG00000242976.3	RN7SL177P	misc_RNA	1.0979848	0.0
ENSG00000242978.1	PPIAP83	processed_pseudogene	0.26665884	0.066
ENSG00000242979.1	RPS15AP18	processed_pseudogene	0.6786275	0.30205
ENSG00000242983.1	CABYRP1	processed_pseudogene	0.0036364535	0.0
ENSG00000242985.3	RN7SL50P	misc_RNA	1.9747499	0.0
ENSG00000242986.2	RPL21P99	processed_pseudogene	0.05758374	0.0
ENSG00000242989.3	RN7SL332P	misc_RNA	0.18491864	0.0
ENSG00000242990.2	RPL13AP23	processed_pseudogene	0.37223566	0.20934999
ENSG00000242991.2	RPL7P40	processed_pseudogene	0.00016985221	0.0
ENSG00000242992.3	FTH1P4	processed_pseudogene	35.39037	23.78865
ENSG00000242993.1	AP000870.1	processed_pseudogene	0.58295536	0.28509998
ENSG00000242995.1	AL161757.1	processed_pseudogene	0.35850808	0.2628
ENSG00000242998.3	RN7SL379P	misc_RNA	0.012322266	0.0
ENSG00000242999.3	RN7SL239P	misc_RNA	6.6566253	4.8271
ENSG00000243004.6	AC005062.1	lncRNA	0.3021334	0.0942
ENSG00000243005.3	RN7SL16P	misc_RNA	10.634962	6.7591
ENSG00000243007.1	RPL12P35	processed_pseudogene	1.1275123	0.8215
ENSG00000243008.2	AL359538.1	lncRNA	0.19161645	0.0075
ENSG00000243011.3	RN7SL266P	misc_RNA	0.46550798	0.0
ENSG00000243014.1	PTMAP8	processed_pseudogene	5.8130093	3.22815
ENSG00000243015.2	RN7SL737P	misc_RNA	0.0	0.0
ENSG00000243016.1	AC112482.1	unprocessed_pseudogene	0.19508433	0.0
ENSG00000243018.1	AC005486.1	lncRNA	1.2039864	0.56385
ENSG00000243020.1	RPL7P39	processed_pseudogene	0.07180906	0.0
ENSG00000243022.1	MARK3P3	processed_pseudogene	1.6109036	0.699
ENSG00000243023.2	UBA52P3	processed_pseudogene	0.5288984	0.35565
ENSG00000243024.6	AC012158.1	transcribed_processed_pseudogene	0.23209487	0.16815001
ENSG00000243025.1	MTAPP1	processed_pseudogene	0.07466522	0.0
ENSG00000243027.3	RN7SL354P	misc_RNA	0.4973979	0.2165
ENSG00000243029.3	RN7SL635P	misc_RNA	2.3239045	0.18735
ENSG00000243033.2	GAPDHP47	processed_pseudogene	0.3455938	0.1244
ENSG00000243035.3	RN7SL810P	misc_RNA	0.9148901	0.0
ENSG00000243038.1	AL117692.1	processed_pseudogene	0.35852078	0.1774
ENSG00000243040.6	RBMY2FP	transcribed_unprocessed_pseudogene	0.00064502464	0.0
ENSG00000243044.1	AC128716.1	processed_pseudogene	0.001793793	0.0
ENSG00000243048.3	FTHL18	unprocessed_pseudogene	0.00024630543	0.0
ENSG00000243049.3	RN7SL33P	misc_RNA	2.776117	0.23675
ENSG00000243050.1	RPL30P10	processed_pseudogene	0.0086248275	0.0
ENSG00000243051.3	RN7SL269P	misc_RNA	1.2437863	0.6392
ENSG00000243053.2	RPL31P58	processed_pseudogene	12.714507	8.9118
ENSG00000243055.1	GK-AS1	lncRNA	4.4413233	2.80515
ENSG00000243056.2	EIF4EBP3	protein_coding	5.286246	4.60015
ENSG00000243058.1	RPL39P33	processed_pseudogene	0.19958718	0.0
ENSG00000243059.3	RN7SL400P	misc_RNA	0.009165024	0.0
ENSG00000243062.6	AL359853.2	lncRNA	0.70960057	0.0
ENSG00000243063.1	IGKV3-7	IG_V_gene	0.2909549	0.0
ENSG00000243064.8	ABCC13	transcribed_unprocessed_pseudogene	0.5618164	0.1092
ENSG00000243066.3	RN7SL842P	misc_RNA	1.1535351	0.6132
ENSG00000243069.8	ARHGEF26-AS1	lncRNA	0.025693104	0.01145
ENSG00000243071.1	AC107032.1	processed_pseudogene	2.3365383	1.65845
ENSG00000243072.1	AF186996.3	processed_pseudogene	0.008716454	0.0
ENSG00000243073.4	PRAMEF4	protein_coding	0.0004750739	0.0
ENSG00000243075.3	RN7SL519P	misc_RNA	0.5197164	0.0
ENSG00000243081.2	AC092894.1	lncRNA	0.089376055	0.03675
ENSG00000243083.7	LINC00870	lncRNA	0.06295655	0.03135
ENSG00000243085.1	AL390726.1	processed_pseudogene	0.031643543	0.0
ENSG00000243089.2	AC107029.1	lncRNA	0.008073596	0.0
ENSG00000243094.1	AC079203.1	processed_pseudogene	6.3287754	5.60535
ENSG00000243095.1	RPL3P10	processed_pseudogene	0.3006585	0.20629999
ENSG00000243099.1	AC020983.1	processed_pseudogene	0.49872583	0.35175002
ENSG00000243101.1	RPS3P7	processed_pseudogene	2.9476833	1.88205
ENSG00000243103.3	RN7SL452P	misc_RNA	1.1660581	0.72945
ENSG00000243104.1	MTND4LP14	processed_pseudogene	0.17446493	0.0
ENSG00000243107.1	AC000120.1	lncRNA	4.9490795	3.8906
ENSG00000243115.3	RN7SL849P	misc_RNA	0.08619487	0.0
ENSG00000243116.1	AC092943.1	processed_pseudogene	0.009357537	0.0
ENSG00000243122.1	AC016304.1	processed_pseudogene	0.10061202	0.0
ENSG00000243124.3	RN7SL643P	misc_RNA	0.7137186	0.0
ENSG00000243125.3	RN7SL807P	misc_RNA	0.21790197	0.0
ENSG00000243129.2	AC023790.1	processed_pseudogene	0.21559744	0.0
ENSG00000243130.8	PSG11	protein_coding	0.00885202	0.0
ENSG00000243135.6	UGT1A3	protein_coding	0.0003386207	0.0
ENSG00000243136.3	RN7SL22P	misc_RNA	0.2500055	0.0
ENSG00000243137.8	PSG4	protein_coding	0.008906207	0.0
ENSG00000243141.2	RPL23AP66	processed_pseudogene	0.0963397	0.0
ENSG00000243144.7	AC079760.2	lncRNA	0.26003903	0.10135
ENSG00000243147.8	MRPL33	protein_coding	47.441463	31.083
ENSG00000243149.2	LINC02040	lncRNA	0.0025740888	0.0
ENSG00000243150.6	AC106707.1	lncRNA	0.21798001	0.09825
ENSG00000243154.1	SYPL1P1	processed_pseudogene	0.0014640396	0.0
ENSG00000243155.1	AL162431.1	lncRNA	0.40212834	0.2669
ENSG00000243156.9	MICAL3	protein_coding	5.9776883	4.8398
ENSG00000243160.1	AC093270.2	processed_pseudogene	0.3798789	0.17210001
ENSG00000243164.1	AC087879.1	processed_pseudogene	0.14404464	0.0
ENSG00000243165.1	AC025033.1	processed_pseudogene	0.051014576	0.0
ENSG00000243167.1	RPS10P28	processed_pseudogene	0.49738562	0.34750003
ENSG00000243171.1	AC041039.1	processed_pseudogene	0.0036960596	0.0
ENSG00000243173.3	RN7SL861P	misc_RNA	0.19322875	0.0
ENSG00000243175.1	RPSAP36	transcribed_processed_pseudogene	2.7759557	1.79245
ENSG00000243176.6	AC092944.1	lncRNA	2.1913552	1.72755
ENSG00000243179.1	AC110769.1	lncRNA	1.4041166	0.63479996
ENSG00000243181.2	AC087343.1	processed_pseudogene	4.691261	3.3681002
ENSG00000243187.1	CCDC39-AS1	lncRNA	0.021934185	0.0
ENSG00000243188.1	HNRNPA1P17	unprocessed_pseudogene	0.28610444	0.1252
ENSG00000243193.4	PRKAR2B-AS1	lncRNA	2.2464206	0.86415
ENSG00000243195.1	TUBBP11	processed_pseudogene	0.00011901478	0.0
ENSG00000243197.8	TUSC7	lncRNA	0.045440193	0.0
ENSG00000243199.1	AC115223.1	processed_pseudogene	20.48956	15.9713
ENSG00000243207.6	PPAN-P2RY11	protein_coding	0.032891132	0.0
ENSG00000243220.1	AC006159.2	lncRNA	0.0	0.0
ENSG00000243224.1	AC006252.1	lncRNA	2.825967	2.5276499
ENSG00000243225.2	AC007686.1	processed_pseudogene	0.76557285	0.39214998
ENSG00000243227.3	RN7SL55P	misc_RNA	7.577011	5.5378504
ENSG00000243230.1	AC011005.4	lncRNA	0.43455324	0.1936
ENSG00000243232.6	PCDHAC2	protein_coding	0.0068648276	0.0
ENSG00000243234.1	AC010326.1	processed_pseudogene	0.22917004	0.11929999
ENSG00000243236.6	GSTA9P	transcribed_unprocessed_pseudogene	0.035906307	0.0
ENSG00000243238.1	IGKV2-30	IG_V_gene	8.048432	3.1394
ENSG00000243243.5	AC073130.2	lncRNA	7.1176763	4.8429003
ENSG00000243244.7	STON1	protein_coding	1.1276649	0.79709995
ENSG00000243250.1	RPS6P16	processed_pseudogene	5.76366	4.4782
ENSG00000243254.3	RN7SL350P	misc_RNA	2.692931	1.59915
ENSG00000243256.1	RPL30P14	processed_pseudogene	1.7353268	0.81435
ENSG00000243257.1	MTCO2P29	unprocessed_pseudogene	1.7607448	0.8082
ENSG00000243260.3	RN7SL558P	misc_RNA	20.29483	13.577499
ENSG00000243264.2	IGKV2D-29	IG_V_gene	3.4318695	1.3878
ENSG00000243265.1	RPL23AP55	processed_pseudogene	5.858227	3.872
ENSG00000243267.3	RN7SL614P	misc_RNA	3.4624302	2.17515
ENSG00000243273.1	AC020636.1	lncRNA	0.6742688	0.29065
ENSG00000243274.3	RN7SL571P	misc_RNA	0.052141875	0.0
ENSG00000243276.6	AC068633.1	lncRNA	0.0057317247	0.0
ENSG00000243279.4	PRAF2	protein_coding	4.662154	4.3291
ENSG00000243280.2	AC093663.2	processed_pseudogene	2.8014562	1.7681999
ENSG00000243284.1	VSIG8	protein_coding	0.0626739	0.0297
ENSG00000243287.2	RPS17P14	processed_pseudogene	0.020996846	0.0
ENSG00000243289.1	AGAP13P	unprocessed_pseudogene	6.1304436	3.9652
ENSG00000243290.3	IGKV1-12	IG_V_gene	7.767818	3.2159
ENSG00000243295.2	AC126121.3	lncRNA	0.062194783	0.0295
ENSG00000243296.1	AC078828.1	lncRNA	0.03904463	0.0
ENSG00000243297.2	RPL31P61	processed_pseudogene	1.7914938	1.3053
ENSG00000243302.3	AC018638.4	processed_pseudogene	105.17697	96.18805
ENSG00000243303.1	AC103987.1	processed_pseudogene	0.6749713	0.31005
ENSG00000243304.3	AC008494.1	processed_pseudogene	0.6475274	0.50530005
ENSG00000243305.1	AC026347.1	lncRNA	0.1788663	0.0
ENSG00000243307.2	POM121L6P	processed_pseudogene	0.34390038	0.16075
ENSG00000243312.3	AC093827.1	processed_pseudogene	1.4251674	0.96435
ENSG00000243313.2	RN7SL285P	misc_RNA	39.879543	26.92475
ENSG00000243314.1	AC106707.2	processed_pseudogene	2.5274806	1.3083
ENSG00000243316.7	GUCY2GP	transcribed_unitary_pseudogene	0.053535763	0.026050001
ENSG00000243317.8	STMP1	protein_coding	34.462914	31.153801
ENSG00000243319.7	FGF14-IT1	lncRNA	0.039957143	0.0
ENSG00000243321.3	LINC01998	lncRNA	0.039865714	0.0
ENSG00000243323.7	PTPRVP	unitary_pseudogene	1.9621218	1.44175
ENSG00000243328.1	AC083982.1	processed_pseudogene	0.119304135	0.0
ENSG00000243333.3	RN7SL174P	misc_RNA	11.155963	6.0629997
ENSG00000243335.10	KCTD7	protein_coding	6.649034	4.7552
ENSG00000243338.3	RN7SL307P	misc_RNA	0.41626775	0.0
ENSG00000243339.3	RN7SL738P	misc_RNA	9.769692	7.8347
ENSG00000243345.1	AC093714.2	lncRNA	0.0050340886	0.0
ENSG00000243346.3	RN7SL601P	misc_RNA	0.03544207	0.0
ENSG00000243347.2	LINC02045	lncRNA	0.003876552	0.0
ENSG00000243349.2	AL358394.2	lncRNA	0.046533696	0.0197
ENSG00000243352.3	RN7SL8P	misc_RNA	1.5595487	0.33875
ENSG00000243353.1	RPS29P19	processed_pseudogene	2.0948045	1.3353
ENSG00000243355.1	AC012123.2	processed_pseudogene	0.07940443	0.0
ENSG00000243359.3	RN7SL815P	misc_RNA	0.09668956	0.0
ENSG00000243364.8	EFNA4	protein_coding	4.9856305	4.0720997
ENSG00000243365.3	RN7SL278P	misc_RNA	2.4268973	0.20655
ENSG00000243366.3	RN7SL60P	misc_RNA	2.6869755	0.0
ENSG00000243368.2	MCCC1-AS1	lncRNA	2.9320989	2.06995
ENSG00000243370.3	RN7SL775P	misc_RNA	2.1810296	1.4075
ENSG00000243373.3	RN7SL173P	misc_RNA	3.6748123	1.75005
ENSG00000243374.3	RN7SL72P	misc_RNA	0.07841251	0.0
ENSG00000243378.1	AC083801.1	processed_pseudogene	0.035627782	0.0
ENSG00000243383.3	RN7SL89P	misc_RNA	0.6856408	0.29140002
ENSG00000243384.1	AC119424.1	lncRNA	0.052431624	0.0
ENSG00000243385.2	AC094085.1	processed_pseudogene	0.49500456	0.1796
ENSG00000243388.1	RPL3P3	processed_pseudogene	1.098373	0.82949996
ENSG00000243389.1	AC012442.2	lncRNA	1.312038	1.15715
ENSG00000243396.1	AC084198.1	processed_pseudogene	2.8050897	1.6896
ENSG00000243398.3	RN7SL141P	misc_RNA	17.12131	8.48045
ENSG00000243402.1	AC022973.2	processed_pseudogene	9.261939	6.70525
ENSG00000243403.1	AC090543.2	processed_pseudogene	4.3275805	2.32835
ENSG00000243404.2	RPL35AP32	processed_pseudogene	18.562164	13.1598
ENSG00000243406.6	MRPS31P5	transcribed_unprocessed_pseudogene	4.656479	3.7239
ENSG00000243410.1	PSMD6-AS1	lncRNA	0.0	0.0
ENSG00000243414.6	TICAM2	protein_coding	0.09212709	0.056050003
ENSG00000243415.2	AC107021.1	lncRNA	0.0563535	0.0
ENSG00000243417.1	RPS3AP18	processed_pseudogene	0.83035344	0.6433
ENSG00000243420.3	RN7SL734P	misc_RNA	0.55723035	0.0
ENSG00000243422.2	RPL23AP49	transcribed_processed_pseudogene	0.2427941	0.085250005
ENSG00000243423.1	AC004223.1	processed_pseudogene	12.853693	8.3689
ENSG00000243424.2	RN7SL107P	misc_RNA	4.217572	0.3122
ENSG00000243426.3	RN7SL454P	misc_RNA	6.6466494	0.41584998
ENSG00000243429.1	OR7E29P	unprocessed_pseudogene	0.019433398	0.0
ENSG00000243431.1	RPL5P30	processed_pseudogene	4.4615946	3.6002
ENSG00000243433.1	AC010973.1	lncRNA	1.8191855	1.2894
ENSG00000243437.3	RN7SL370P	misc_RNA	5.6349297	3.4708
ENSG00000243438.1	LARP1BP2	processed_pseudogene	0.16964601	0.0
ENSG00000243439.3	RN7SL352P	misc_RNA	0.053207878	0.0
ENSG00000243445.1	AC106820.1	processed_pseudogene	2.4908528	1.94
ENSG00000243446.3	RN7SL284P	misc_RNA	1.1070566	0.43734998
ENSG00000243449.6	C4orf48	protein_coding	20.726433	14.44945
ENSG00000243455.3	RPS18P13	processed_pseudogene	1.0239645	0.72345
ENSG00000243466.1	IGKV1-5	IG_V_gene	36.42629	14.4628
ENSG00000243468.5	INGX	transcribed_processed_pseudogene	0.60849696	0.43800002
ENSG00000243469.1	RPL7P51	processed_pseudogene	0.14751804	0.1074
ENSG00000243477.6	NAA80	protein_coding	25.01088	22.0152
ENSG00000243478.9	AOX2P	transcribed_unprocessed_pseudogene	5.7303715	1.30045
ENSG00000243479.3	MNX1-AS1	lncRNA	0.033902857	0.0
ENSG00000243480.7	AMY2A	protein_coding	0.028253397	0.0
ENSG00000243483.1	AC078785.3	processed_pseudogene	0.5308305	0.21635
ENSG00000243485.5	MIR1302-2HG	lncRNA	0.077160396	0.0
ENSG00000243486.1	AC068985.1	lncRNA	0.004027685	0.0
ENSG00000243488.3	RN7SL337P	misc_RNA	2.0033078	1.03125
ENSG00000243489.4	KRTAP10-11	protein_coding	0.021240886	0.0
ENSG00000243491.1	AC082651.3	lncRNA	0.067757145	0.03525
ENSG00000243494.1	AC011476.1	processed_pseudogene	0.22818886	0.0
ENSG00000243495.1	GMFBP1	processed_pseudogene	0.19495665	0.0
ENSG00000243498.2	UBA52P5	processed_pseudogene	17.391047	15.075
ENSG00000243499.1	RPS6P21	processed_pseudogene	0.17815389	0.101050004
ENSG00000243501.5	AL365232.1	protein_coding	0.009083448	0.0
ENSG00000243503.2	AC090453.1	processed_pseudogene	0.07435015	0.0
ENSG00000243504.1	RPS23P1	processed_pseudogene	1.6807884	1.1771
ENSG00000243505.3	RN7SL240P	misc_RNA	0.3357402	0.0
ENSG00000243507.1	AC005908.1	processed_pseudogene	0.021359503	0.0
ENSG00000243508.1	DNAJB6P7	processed_pseudogene	11.122799	6.5522
ENSG00000243509.6	TNFRSF6B	protein_coding	0.0	0.0
ENSG00000243510.3	RN7SL111P	misc_RNA	0.85618794	0.22725001
ENSG00000243514.2	RPL32P33	processed_pseudogene	0.76349425	0.2964
ENSG00000243516.1	RPL12P40	processed_pseudogene	0.004889064	0.0
ENSG00000243517.1	AC024940.2	processed_pseudogene	13.995127	7.93075
ENSG00000243518.1	AC108729.2	processed_pseudogene	0.029752906	0.0
ENSG00000243519.1	IGLVIVOR22-2	IG_V_pseudogene	3.2669437	1.3429999
ENSG00000243521.2	RPL5P33	processed_pseudogene	0.18509398	0.11875
ENSG00000243531.1	AC079804.2	processed_pseudogene	0.09484552	0.0
ENSG00000243532.3	RN7SL19P	misc_RNA	3.4408824	2.01215
ENSG00000243537.1	KC877373.1	processed_pseudogene	0.34643307	0.25185
ENSG00000243538.1	RPS26P28	processed_pseudogene	1.6465211	0.90884995
ENSG00000243539.3	RN7SL649P	misc_RNA	0.45054522	0.1647
ENSG00000243541.3	RN7SL104P	misc_RNA	0.22106059	0.0
ENSG00000243543.9	WFDC6	protein_coding	0.004277636	0.0
ENSG00000243544.3	RN7SL172P	misc_RNA	9.002526	6.5727997
ENSG00000243546.3	RN7SL108P	misc_RNA	1.2728491	0.53505003
ENSG00000243547.1	HNRNPKP4	processed_pseudogene	8.106953	4.75415
ENSG00000243548.3	RN7SL101P	misc_RNA	0.0648332	0.0
ENSG00000243549.3	RN7SL705P	misc_RNA	0.29716697	0.0
ENSG00000243550.3	LINC01214	lncRNA	0.048569165	0.0
ENSG00000243554.1	AC004967.1	transcribed_unprocessed_pseudogene	2.6753354	2.11095
ENSG00000243560.3	RN7SL364P	misc_RNA	5.838279	4.7748003
ENSG00000243562.3	RN7SL838P	misc_RNA	8.876003	3.4803
ENSG00000243566.7	UPK3B	protein_coding	1.1899797	0.7528
ENSG00000243568.2	AC020779.1	processed_pseudogene	0.159506	0.09595
ENSG00000243572.1	LINC02017	lncRNA	0.00014502462	0.0
ENSG00000243574.2	AC006148.2	lncRNA	0.0020506405	0.0
ENSG00000243581.1	RPS29P25	processed_pseudogene	0.006823646	0.0
ENSG00000243584.1	AC068769.1	processed_pseudogene	0.04189596	0.0165
ENSG00000243591.3	RN7SL282P	misc_RNA	0.034333892	0.0
ENSG00000243592.1	RPL17P22	processed_pseudogene	1.9595947	1.1452
ENSG00000243593.1	LINC02049	lncRNA	0.0026512316	0.0
ENSG00000243596.1	AC130509.1	processed_pseudogene	0.002409852	0.0
ENSG00000243601.1	RPL12P24	processed_pseudogene	0.078103065	0.0
ENSG00000243607.3	RPL35AP26	processed_pseudogene	2.3795338	1.829
ENSG00000243609.1	RPS2P44	processed_pseudogene	13.917299	7.8117
ENSG00000243613.1	AL513523.4	lncRNA	0.13725182	0.0
ENSG00000243620.2	AC092957.1	lncRNA	0.0021020689	0.0
ENSG00000243621.1	AC003989.2	processed_pseudogene	7.94692	2.87565
ENSG00000243627.5	SMIM34A	protein_coding	0.007306995	0.0
ENSG00000243629.2	LINC00880	lncRNA	0.09732483	0.0357
ENSG00000243633.3	RN7SL542P	misc_RNA	0.0323932	0.0
ENSG00000243635.1	AC091804.1	processed_pseudogene	0.266781	0.106350005
ENSG00000243636.1	AL445493.2	lncRNA	0.0073823645	0.0
ENSG00000243641.3	OR13C7	polymorphic_pseudogene	0.004460886	0.0
ENSG00000243642.3	RN7SL526P	misc_RNA	1.8314564	0.83365
ENSG00000243643.1	TSPY20P	unprocessed_pseudogene	0.0	0.0
ENSG00000243646.10	IL10RB	protein_coding	3.0675066	2.80765
ENSG00000243648.1	AC109454.1	processed_pseudogene	2.6273422	1.5624001
ENSG00000243649.9	CFB	protein_coding	0.7259505	0.4595
ENSG00000243650.3	RN7SL834P	misc_RNA	25.288881	22.318901
ENSG00000243655.2	AC132825.2	lncRNA	0.0	0.0
ENSG00000243658.1	MTND5P16	unprocessed_pseudogene	0.013717834	0.0
ENSG00000243659.1	FO393419.3	processed_pseudogene	4.675397	3.21725
ENSG00000243660.11	ZNF487	protein_coding	5.4123816	5.0125
ENSG00000243661.1	WBP1LP1	processed_pseudogene	0.14193222	0.0
ENSG00000243663.1	RPS4XP14	processed_pseudogene	6.4114833	5.04655
ENSG00000243664.1	RPS29P12	processed_pseudogene	0.63706416	0.0
ENSG00000243667.7	WDR92	protein_coding	2.2585433	1.56845
ENSG00000243669.2	RPL34P23	processed_pseudogene	0.2997467	0.0
ENSG00000243671.3	RN7SL761P	misc_RNA	0.0	0.0
ENSG00000243672.1	RPS3AP40	processed_pseudogene	0.24059725	0.11445
ENSG00000243674.1	OR7E66P	unprocessed_pseudogene	0.020349655	0.0
ENSG00000243675.1	RPL35AP9	processed_pseudogene	0.36470354	0.0
ENSG00000243678.12	NME2	protein_coding	1.8492386	1.41095
ENSG00000243679.1	AC018638.5	processed_pseudogene	90.40112	85.977554
ENSG00000243680.1	RPL37P23	processed_pseudogene	11.480372	6.91665
ENSG00000243686.2	RPLP1P11	processed_pseudogene	0.0	0.0
ENSG00000243687.1	RPL35AP10	processed_pseudogene	1.056482	0.53550005
ENSG00000243694.3	LINC02027	lncRNA	0.0032438424	0.0
ENSG00000243695.1	AL353729.1	processed_pseudogene	0.0	0.0
ENSG00000243696.5	AC006254.1	protein_coding	1.3090768	1.07795
ENSG00000243697.1	AC009108.1	processed_pseudogene	0.7044113	0.5684
ENSG00000243700.3	RN7SL598P	misc_RNA	1.350404	0.0
ENSG00000243701.7	DUBR	lncRNA	0.46963593	0.22065
ENSG00000243702.3	RN7SL638P	misc_RNA	1.9398928	0.90139997
ENSG00000243704.3	RN7SL105P	misc_RNA	3.892996	2.43885
ENSG00000243705.1	AC010531.2	processed_pseudogene	0.35293034	0.0
ENSG00000243708.10	PLA2G4B	protein_coding	0.577037	0.50875
ENSG00000243709.1	LEFTY1	protein_coding	0.12198207	0.078150004
ENSG00000243710.8	CFAP57	protein_coding	0.07965281	0.041050002
ENSG00000243711.1	RPL21P116	processed_pseudogene	0.841888	0.61815
ENSG00000243715.1	CACNA2D3-AS1	lncRNA	0.0017027585	0.0
ENSG00000243716.10	NPIPB5	protein_coding	7.3072333	6.217
ENSG00000243720.1	RPL21P127	processed_pseudogene	0.1625668	0.0
ENSG00000243721.1	RPL23AP63	processed_pseudogene	0.017152317	0.0
ENSG00000243723.3	RN7SL393P	misc_RNA	0.14026591	0.0
ENSG00000243725.7	TTC4	protein_coding	0.6556381	0.5773
ENSG00000243729.4	OR5V1	protein_coding	0.0032194087	0.0
ENSG00000243730.2	RPL29P3	processed_pseudogene	0.34542897	0.16585
ENSG00000243733.1	AC018450.2	lncRNA	0.1605005	0.0
ENSG00000243738.3	RN7SL181P	misc_RNA	11.326743	4.5223
ENSG00000243742.5	RPLP0P2	transcribed_processed_pseudogene	0.42914373	0.29565
ENSG00000243744.2	AC016546.1	processed_pseudogene	0.4832817	0.3592
ENSG00000243746.1	EEF1A1P10	processed_pseudogene	4.6161513	3.9967499
ENSG00000243749.1	TMEM35B	protein_coding	0.058140595	0.0
ENSG00000243753.5	HLA-L	transcribed_unprocessed_pseudogene	4.3000655	3.24825
ENSG00000243758.1	RPL35AP15	processed_pseudogene	0.0077836458	0.0
ENSG00000243759.1	ST13P15	processed_pseudogene	1.2452714	0.8901
ENSG00000243761.1	AC023194.2	processed_pseudogene	0.2799208	0.1718
ENSG00000243762.1	AC006547.2	lncRNA	0.0	0.0
ENSG00000243766.8	HOTTIP	lncRNA	0.12451478	0.01355
ENSG00000243770.3	RN7SL65P	misc_RNA	5.413889	3.17765
ENSG00000243771.1	AC010618.1	processed_pseudogene	0.2713345	0.18755001
ENSG00000243772.8	KIR2DL3	protein_coding	0.44961604	0.2384
ENSG00000243775.2	OSTCP1	transcribed_processed_pseudogene	0.16203655	0.10945
ENSG00000243777.1	AP000942.1	processed_pseudogene	0.63994116	0.46965
ENSG00000243779.1	AP001086.1	processed_pseudogene	3.473753	0.72955
ENSG00000243780.1	AC092754.2	processed_pseudogene	0.048256945	0.0
ENSG00000243781.1	AL590396.1	transcribed_processed_pseudogene	0.0	0.0
ENSG00000243782.3	RN7SL78P	misc_RNA	0.401494	0.2047
ENSG00000243789.11	JMJD7	protein_coding	2.382482	2.0443501
ENSG00000243792.1	OR7E89P	transcribed_unprocessed_pseudogene	0.016517438	0.0
ENSG00000243794.1	SNRPCP10	processed_pseudogene	0.16562	0.0
ENSG00000243795.1	LINC02044	lncRNA	0.18970454	0.1241
ENSG00000243797.6	AC004917.1	lncRNA	0.20385802	0.081
ENSG00000243799.1	PEX5L-AS1	lncRNA	0.013860591	0.0
ENSG00000243801.3	RN7SL461P	misc_RNA	0.059539706	0.0
ENSG00000243802.2	AC090589.1	processed_pseudogene	6.06261	3.6701
ENSG00000243806.1	RPL7P18	processed_pseudogene	4.3939233	2.3427
ENSG00000243810.1	CFAP61-AS1	lncRNA	0.33856466	0.0
ENSG00000243811.11	APOBEC3D	protein_coding	1.4754233	1.1699
ENSG00000243813.1	AC078857.1	processed_pseudogene	0.040980488	0.0
ENSG00000243817.3	RN7SL189P	misc_RNA	0.19487014	0.0
ENSG00000243818.5	AC021074.3	lncRNA	0.03262266	0.0152
ENSG00000243819.4	RN7SL832P	lncRNA	0.8365815	0.7319
ENSG00000243822.1	AC073522.1	processed_pseudogene	0.045406602	0.0
ENSG00000243824.1	RPL12P6	processed_pseudogene	2.632395	1.5915
ENSG00000243828.2	AL355357.1	transcribed_processed_pseudogene	0.006043941	0.0
ENSG00000243829.1	AC011495.1	processed_pseudogene	14.418297	6.48105
ENSG00000243830.2	AC092865.1	processed_pseudogene	1.5577625	1.0346501
ENSG00000243831.1	AL109933.2	unprocessed_pseudogene	0.0008299507	0.0
ENSG00000243832.1	LINC02000	lncRNA	0.008110148	0.0
ENSG00000243836.5	WDR86-AS1	lncRNA	1.6309537	0.7465
ENSG00000243838.1	PSMC1P7	processed_pseudogene	0.102924734	0.049999997
ENSG00000243844.1	RPL17P33	processed_pseudogene	0.52063197	0.3598
ENSG00000243845.3	RN7SL30P	misc_RNA	3.1008267	1.18515
ENSG00000243847.3	RN7SL610P	misc_RNA	5.5261254	3.6376
ENSG00000243849.2	CFAP44-AS1	lncRNA	0.31728885	0.15799999
ENSG00000243853.1	ALDH7A1P3	processed_pseudogene	0.048612118	0.0
ENSG00000243854.3	RN7SL67P	misc_RNA	3.6538801	1.67225
ENSG00000243855.1	RPL12P5	processed_pseudogene	0.038990933	0.0
ENSG00000243856.3	RN7SL551P	misc_RNA	0.7798058	0.0
ENSG00000243859.3	RPL5P17	processed_pseudogene	1.8545454	0.81015
ENSG00000243861.1	AC092994.1	lncRNA	0.0	0.0
